央视频道,#genre#
CCTV-11戏曲,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8$8豫电1080
CCTV-11戏曲,http://123.187.46.90:65000/hls/7/index.m3u8$9辽电576
CCTV-11戏曲,http://[2409:8087:5e01:34::38]:6610/zte_cms/00000001000000060000000000000302/index.m3u8?$10琼移576
CCTV-12社会与法,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225731/index.m3u8$1黑移1080
CCTV-12社会与法,http://[2409:8087:1a01:df::4077]/pltv/88888888/224/3221225669/index.m3u8$2黑移1080
CCTV-12社会与法,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225731/index.m3u8$3黑移1080
CCTV-12社会与法,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/8/3221225731/index.m3u8$4黑移1080
CCTV-12社会与法,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/umaichan5000040bestvsmgsmg/index.m3u8?authinfo=9koodbn7mff%2f2bwjkgahud3jm2pcgdefrkovzlnt0qmamplefgurliopxidrwhxhg8yim2gitba8rilsb%2b8y5pkfuyzbe%2fknjabwnceegku$5鄂移1080
CCTV-12社会与法,http://[2409:8087:5e01:34::20]:6610/zte_cms/00000001000000060000000000000377/index.m3u8?key=tvbox6_com$6琼移1080
CCTV-12社会与法,http://[2409:8087:5e01:34::38]:6610/zte_cms/00000001000000060000000000000377/index.m3u8?$7琼移1080
CCTV-12社会与法,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8$8豫电1080
CCTV-12社会与法,http://[2409:8087:5e01:34::38]:6610/zte_cms/00000001000000060000000000000303/index.m3u8?$9琼移576
CCTV-12社会与法,http://123.187.46.90:65000/hls/8/index.m3u8$10辽电576
CCTV-13新闻,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226537/index.m3u8$1黑移1080
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226537/index.m3u8$2黑移1080
CCTV-13新闻,http://[2409:8087:1a01:df::4077]/pltv/88888888/224/3221225812/index.m3u8$3黑移720
CCTV-13新闻,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/8/3221226011/index.m3u8$4黑移720
CCTV-13新闻,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226011/index.m3u8$5黑移720
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226011/index.m3u8$6黑移720
CCTV-13新闻,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/umaichan6000054bestvsmgsmg/index.m3u8?authinfo=9koodbn7mff%2f2bwjkgahutwdyigrkfjbahmha2ayg0suxozn3alq9%2bux7zlg1w9awc14ieuxq5vstsr5pebsmf56txufsukrupygmtckvai$7鄂移1080
CCTV-13新闻,http://[2409:8087:5e01:34::22]:6610/zte_cms/00000001000000060000000000000516/index.m3u8?key=tvbox6_com$8琼移1080
CCTV-13新闻,http://[2409:8087:5e01:34::38]:6610/zte_cms/00000001000000060000000000000516/index.m3u8?$9琼移1080
CCTV-13新闻,http://[2409:8087:5e01:34::38]:6610/zte_cms/00000001000000060000000000000338/index.m3u8?$10琼移576
CCTV-13新闻,http://123.187.46.90:65000/hls/16/index.m3u8$11辽电576
CCTV-13新闻,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8$12豫电576
CCTV-13新闻,https://ldncctvwbndhwy.cntv.myhwcdn.cn/ldncctvwbnd/ldcctv13_2/index.m3u8$13川移360
CCTV-14少儿,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225732/index.m3u8$1黑移1080
CCTV-14少儿,http://[2409:8087:1a01:df::4077]/pltv/88888888/224/3221225674/index.m3u8$2黑移1080
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225732/index.m3u8$3黑移1080
CCTV-14少儿,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/8/3221225732/index.m3u8$4黑移1080
CCTV-14少儿,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/umaichan3949788bestvsmgsmg/index.m3u8?authinfo=9koodbn7mff%2f2bwjkgahuxt3tpfwzzdhckot9ajsv5pykfve4mwnzra0jpxehjqnp7khdlacmp6l4qptf84oz6dvcg1%2bj81qvstkxo%2fogm8$5鄂移1080
CCTV-14少儿,http://[2409:8087:5e01:34::38]:6610/zte_cms/00000001000000060000000000000378/index.m3u8?$6琼移1080
CCTV-14少儿,http://[2409:8087:5e01:34::23]:6610/zte_cms/00000001000000060000000000000378/index.m3u8?key=tvbox6_com$7琼移1080
CCTV-14少儿,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8$8豫电1080
CCTV-14少儿,http://[2409:8087:5e01:34::38]:6610/zte_cms/00000001000000060000000000000336/index.m3u8?$9琼移576
CCTV-14少儿,http://123.187.46.90:65000/hls/17/index.m3u8$10辽电576
CCTV-15音乐,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226476/index.m3u8$1黑移1080
CCTV-15音乐,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225601/index.m3u8$2黑移720
CCTV-15音乐,http://[2409:8087:1a01:df::4077]/pltv/88888888/224/3221225513/index.m3u8$3黑移720
CCTV-15音乐,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/8/3221225601/index.m3u8$4黑移720
CCTV-15音乐,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225601/index.m3u8$5黑移720
CCTV-15音乐,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/umaichan6000055bestvsmgsmg/index.m3u8?authinfo=9koodbn7mff%2f2bwjkgahutwdyigrkfjbahmha2ayg0tdo%2ful80msfbhdyvowpnl31dy7jhvml%2fzvurnxhl1ek1yegvdz7lcg0ltkjy4ku%2b8$6鄂移1080
CCTV-15音乐,http://[2409:8087:5e01:34::38]:6610/zte_cms/00000001000000060000000000000501/index.m3u8?$7琼移1080
CCTV-15音乐,http://[2409:8087:5e01:34::20]:6610/zte_cms/00000001000000060000000000000501/index.m3u8?key=tvbox6_com$8琼移1080
CCTV-15音乐,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8$9豫电1080
CCTV-15音乐,http://[2409:8087:5e01:34::38]:6610/zte_cms/00000001000000060000000000000337/index.m3u8?$10琼移576
CCTV-15音乐,http://123.187.46.90:65000/hls/18/index.m3u8$11辽电576
CCTV-16奥林匹克,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/8/3221226100/index.m3u8$1黑移1080
CCTV-16奥林匹克,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226100/index.m3u8$2黑移1080
CCTV-16奥林匹克,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226100/index.m3u8$3黑移1080
CCTV-16奥林匹克,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226100/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3?世界杯worldcup$4黑移1080
CCTV-16奥林匹克,http://[2409:8087:1a01:df::4077]/pltv/88888888/224/3221225893/index.m3u8$5黑移1080
CCTV-17农业农村,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225765/index.m3u8$1黑移1080
CCTV-17农业农村,http://[2409:8087:1a01:df::4077]/pltv/88888888/224/3221225708/index.m3u8$2黑移1080
CCTV-17农业农村,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/8/3221225765/index.m3u8$3黑移1080
CCTV-17农业农村,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225765/index.m3u8$4黑移1080
CCTV-17农业农村,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225765/index.m3u8$5黑移1080
CCTV-17农业农村,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/umaichan638728afa13b4/index.m3u8?authinfo=9koodbn7mff%2f2bwjkgahuddh4epddnvglsbkyaxfdaz%2fyai9to%2fmbbt%2fivcdsfljj1%2fqqamwujaibaxnssfyblzudsxaimtsts86hrhfujm$6鄂移1080
CCTV-17农业农村,http://[2409:8087:5e01:34::38]:6610/zte_cms/00000001000000060000000000000494/index.m3u8?$7琼移1080
CCTV-17农业农村,http://[2409:8087:5e01:34::22]:6610/zte_cms/00000001000000060000000000000494/index.m3u8?key=tvbox6_com$8琼移1080
CCTV-17农业农村,http://[2409:8087:5e01:34::38]:6610/zte_cms/00000001000000060000000000000495/index.m3u8?$9琼移576
CCTV-17农业农村,http://123.187.46.90:65000/hls/5/index.m3u8$10辽电576
CHC动作电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/umaichan6380763222d00/index.m3u8?authinfo=9koodbn7mff%2f2bwjkgahutrwi%2b%2bngb0lprofcd8htnsxqzmuenzpbi3y%2bi8abe4pjc%2b6ovlzzw5ubc%2fbridxfjjy1ccagu%2byddqv9oj%2fvqq$1鄂移1080
CHC动作电影,http://123.187.46.90:65000/hls/31/index.m3u8$2辽电576
CHC高清电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/umaichan6380764b172c9/index.m3u8?authinfo=9koodbn7mff%2f2bwjkgahutrwi%2b%2bngb0lprofcd8htns8qwmegeauedzcfvvumqf9cm8ljoocrizuelbqojtuopv%2fwbk6cohygfv14sklw04$1鄂移1080
CHC家庭影院,http://123.187.46.90:65000/hls/30/index.m3u8$1辽电576
卫视频道,#genre#
安徽卫视,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226391/index.m3u8$1黑移1080
安徽卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226391/index.m3u8$2黑移1080
安徽卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226391/index.m3u8$3黑移1080
安徽卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/8/3221226391/index.m3u8$4黑移1080
安徽卫视,http://[2409:8087:1a01:df::4077]/pltv/88888888/224/3221225925/index.m3u8$5黑移1080
安徽卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/8/3221226498/index.m3u8$6黑移576
安徽卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/umaichan3540416bestvsmgsmg/index.m3u8?authinfo=9koodbn7mff%2f2bwjkgahuxv1bcet6%2fgp6lfvnnc2dggvsarksxkwgzw7vfuuoj2qc9xjs6ezvaux%2fdae2fsjr3cdtmmqjgndizuoci9%2boyg$7鄂移1080
