央视频道,#genre#
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8$1云移720
内蒙古卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010109/1.m3u8$1琼移576
卫视频道,#genre#

云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8$1琼移1080
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8$2云移720
数字频道,#genre#

CCTV-5+体育赛事,https://edge1.laotv.la/live/CCTV5+/index.m3u8$2OO720
澳视澳门,http://183.237.246.14:9931/tsfile/live/1039_1.m3u8$1粤移1080
央视IPTV,#genre#
CCTV-1综合,http://host.gaoxincloud.cn:4000/udp/239.109.205.118:8880$1陕移1080
CCTV-1综合,http://host.gaoxincloud.cn:4000/udp/239.111.205.46:5140$2陕移1080
CCTV-1综合,http://host.gaoxincloud.cn:4000/udp/239.112.205.59:5140$3陕移1080
CCTV-1综合,http://123.118.59.198:8888/rtp/239.3.1.129:8008$4京联1080
CCTV-1综合,http://host.gaoxincloud.cn:4000/udp/239.109.205.64:8448$5陕移576
CCTV-1综合,http://host.gaoxincloud.cn:4000/udp/239.111.205.185:5140$6陕移576
CCTV-1综合,http://host.gaoxincloud.cn:4000/udp/239.111.205.27:5140$7陕移576
CCTV-1综合,http://host.gaoxincloud.cn:4000/udp/239.111.205.82:5140$8陕移576
CCTV-1综合,http://host.gaoxincloud.cn:4000/udp/239.111.205.9:5140$9陕移576
CCTV-1综合,http://host.gaoxincloud.cn:4000/udp/239.111.205.78:5140$10陕移576
CCTV-2财经,http://host.gaoxincloud.cn:4000/udp/239.109.205.106:8784$1陕移1080
CCTV-2财经,http://host.gaoxincloud.cn:4000/udp/239.112.205.2:5140$2陕移576
CCTV-3综艺,http://host.gaoxincloud.cn:4000/udp/239.109.205.79:8568$1陕移1080
CCTV-3综艺,http://host.gaoxincloud.cn:4000/udp/239.112.205.221:5140$2陕移1080
CCTV-3综艺,http://host.gaoxincloud.cn:4000/udp/239.109.205.73:8520$3陕移576
CCTV-4中文国际,http://123.118.59.198:8888/rtp/239.3.1.105:8092$1京联1080
CCTV-5体育,http://host.gaoxincloud.cn:4000/udp/239.112.205.222:5140$1陕移1080
CCTV-5体育,http://host.gaoxincloud.cn:4000/udp/239.111.205.10:5140$2陕移576
CCTV-15,http://117.32.85.181:8014/rtp/239.112.205.214:5140$1OO1080
CCTV-6电影,http://host.gaoxincloud.cn:4000/udp/239.109.205.84:8608$2陕移1080
CCTV-6电影,http://host.gaoxincloud.cn:4000/udp/239.112.205.227:5140$3陕移576
CCTV-6电影,http://host.gaoxincloud.cn:4000/udp/239.112.205.90:5140$4陕移576
CCTV-7国防军事,http://host.gaoxincloud.cn:4000/udp/239.112.205.83:5140$1陕移1080
CCTV-7国防军事,http://host.gaoxincloud.cn:4000/udp/239.110.205.7:9774$2陕移1080
CCTV-7国防军事,http://gzly.hkychina.com:6001/udp/239.252.220.185:5140$3赣移1080
CCTV-7国防军事,http://blc.zmychn.cn:4000/udp/225.1.1.138:5002$4津移1080
CCTV-9纪录,http://host.gaoxincloud.cn:4000/udp/239.110.205.8:9778$1陕移1080
CCTV-9纪录,http://host.gaoxincloud.cn:4000/udp/239.112.205.85:5140$2陕移1080
CCTV-10科教,http://host.gaoxincloud.cn:4000/udp/239.112.205.86:5140$1陕移1080
CCTV-10科教,http://host.gaoxincloud.cn:4000/udp/239.112.205.10:5140$2陕移576
CCTV-11戏曲,http://host.gaoxincloud.cn:4000/udp/239.112.205.213:5140$1陕移1080
CCTV-11戏曲,http://gzly.hkychina.com:6001/udp/239.252.219.78:5140$2赣移1080
CCTV-11戏曲,http://123.118.59.198:8888/rtp/239.3.1.152:8120$3京联1080
CCTV-12社会与法,http://host.gaoxincloud.cn:4000/udp/239.110.205.10:9786$1陕移1080
CCTV-12社会与法,http://host.gaoxincloud.cn:4000/udp/239.112.205.88:5140$2陕移1080
CCTV-12社会与法,http://host.gaoxincloud.cn:4000/udp/239.112.205.12:5140$3陕移576
CCTV-13新闻,http://host.gaoxincloud.cn:4000/udp/239.111.205.53:5140$1陕移1080
CCTV-13新闻,http://gzly.hkychina.com:6001/udp/239.252.219.139:5140$2赣移1080
CCTV-13新闻,http://36.49.52.39:8800/rtp/239.37.0.231:5540$3OO1080
CCTV-13新闻,http://blc.zmychn.cn:4000/udp/225.1.2.193:5002$4津移1080
CCTV-13新闻,http://host.gaoxincloud.cn:4000/udp/239.112.205.13:5140$5陕移576
CCTV-14少儿,http://host.gaoxincloud.cn:4000/udp/239.110.205.20:9826$1陕移1080
CCTV-14少儿,http://host.gaoxincloud.cn:4000/udp/239.112.205.91:5140$2陕移1080
CCTV-14少儿,http://host.gaoxincloud.cn:4000/udp/239.112.205.15:5140$3陕移576
CCTV-15音乐,http://host.gaoxincloud.cn:4000/udp/239.109.205.103:8760$1陕移1080
CCTV-15音乐,http://host.gaoxincloud.cn:4000/udp/239.112.205.214:5140$2陕移1080
CCTV-15音乐,http://gzly.hkychina.com:6001/udp/239.252.219.79:5140$3赣移1080
CCTV-15音乐,http://123.118.59.198:8888/rtp/239.3.1.153:8136$4京联1080
CCTV-15音乐,http://110.178.52.190:8085/udp/239.1.1.16:8016$5晋移1080
CCTV-15音乐,http://blc.zmychn.cn:4000/udp/225.1.2.194:5002$6津移1080
CCTV-15音乐,http://host.gaoxincloud.cn:4000/udp/239.112.205.16:5140$7陕移576
CCTV-16奥林匹克,http://125.82.171.210:8888/rtp/235.254.198.122:1764$1渝电1080
