央视频道,#genre#
CCTV-1综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8$1黑移1080
CCTV-1综合,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225816/index.m3u8$2黑移1080
CCTV-1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$3黑移1080
CCTV-1综合,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$4黑移1080
CCTV-1综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$5黑移1080
CCTV-1综合,http://118.122.2.29:9999/hls/1/index.m3u8$6川移1080
CCTV-1综合,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111128BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUU6FFmRK8Hl0ytyd5e5kWGEwoDIwMxbrlyyVy9x6ZDKnldIYKOjBOUjRyoym5n7Kg0yIYstFTUfqtC14fzxhy5Y$7鄂移1080
CCTV-1综合,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?key=tvbox6_com$8琼移1080
CCTV-1综合,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8$9OO1080
CCTV-1综合,http://120.7.86.32:808/hls/1/index.m3u8$10冀移576
CCTV-1综合,http://123.187.46.90:65000/hls/27/index.m3u8$11辽电576
CCTV-1综合,http://120.7.86.101:808/hls/1/index.m3u8$12冀移576
CCTV-1综合,http://123.187.46.90:65000/hls/77/index.m3u8$13辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/96/index.m3u8$14辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/101/index.m3u8$15辽电576
CCTV-1综合,http://120.7.86.49:808/hls/1/index.m3u8$16冀移576
CCTV-1综合,http://123.187.46.90:65000/hls/85/index.m3u8$17辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/94/index.m3u8$18辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/1/index.m3u8$19辽电576
CCTV-1综合,https://ldncctvwbndhwy.cntv.myhwcdn.cn/ldncctvwbnd/ldcctv1_2/index.m3u8$20川移360
