央视频道,#genre#
CCTV-1综合,http://[2409:8087:1a01:df::4077]/pltv/88888888/224/3221225816/index.m3u8$1黑移1080
CCTV-1综合,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226016/index.m3u8$2黑移1080
CCTV-1综合,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226559/index.m3u8$3黑移1080
CCTV-1综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226016/index.m3u8$4黑移1080
CCTV-1综合,http://49.87.154.246:9901/tsfile/live/0001_1.m3u8$5苏电1080
CCTV-1综合,http://120.224.178.16:9901/tsfile/live/0013_1.m3u8$6鲁移1080
CCTV-1综合,http://111.11.98.205:9900/hls/1/index.m3u8$7冀移1080
CCTV-1综合,http://66.165.240.154:8080/live/jsydcctv4/hls.m3u8$8OO1080
CCTV-1综合,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8$9浙联1080
CCTV-1综合,http://110.7.128.195:8096/tsfile/live/0001_1.m3u8$10蒙联1080
CCTV-1综合,http://120.7.86.11:808/hls/1/index.m3u8$11冀联576
CCTV-1综合,http://123.187.46.90:65000/hls/1/index.m3u8$12辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/96/index.m3u8$13辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/27/index.m3u8$14辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/101/index.m3u8$15辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/94/index.m3u8$16辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/85/index.m3u8$17辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/77/index.m3u8$18辽电576
CCTV-1综合,https://ldncctvwbndhwy.cntv.myhwcdn.cn/ldncctvwbnd/ldcctv1_2/index.m3u8$19川电360
CCTV-2财经,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226540/index.m3u8$1黑移1080
CCTV-2财经,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226540/index.m3u8$2黑移1080
CCTV-2财经,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225588/index.m3u8$3黑移720
CCTV-2财经,http://121.27.126.129:809/hls/2/index.m3u8$4冀联1080
CCTV-2财经,http://120.211.119.222:8899/hls/2/index.m3u8$5冀移1080
CCTV-2财经,http://66.165.240.154:8080/live/jsydcctv3/hls.m3u8$6OO1080
CCTV-2财经,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8$7鲁联1080
CCTV-2财经,http://123.129.70.178:9901/tsfile/live/0002_1.m3u8$8鲁联1080
CCTV-2财经,http://fxgm.fxjf.work:19901/tsfile/live/0002_1.m3u8$9辽联1080
CCTV-2财经,http://111.75.151.236:50085/newlive/live/hls/2/live.m3u8$10赣电1080
CCTV-2财经,http://php.jdshipin.com:8880/bst.php?id=cctv2hd8m/8000000$11OO1080
CCTV-2财经,http://60.12.183.46:9901/tsfile/live/0002_1.m3u8$12浙联1080
CCTV-2财经,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8$13豫电1080
CCTV-2财经,https://epg.pw/stream/0fc644caf6205b2dd46b84766084d0a90eff010686f75b2fd646bdcf1943883d.m3u8$14OO720
CCTV-2财经,http://123.187.46.90:65000/hls/4/index.m3u8$15辽电576
CCTV-2财经,http://14.29.76.30:9901/tsfile/live/1008_1.m3u8$16粤电576
CCTV-2财经,http://iptv123.msns.cn:9901/tsfile/live/0137_1.m3u8$17晋联576
CCTV-2财经,http://120.7.86.85:808/hls/2/index.m3u8$18冀联576
CCTV-3综艺,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226021/index.m3u8$1黑移1080
CCTV-3综艺,http://[2409:8087:1a01:df::4077]:80/pltv/88888888/224/3221225799/index.m3u8$2黑移1080
CCTV-3综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226021/index.m3u8$3黑移1080
